instance_path,tasks,machines,scenarios,psc,instance_index,solve_time_seconds,lower_bound,upper_bound,gap_percent,optimal,iterations,cp_calls,cut_count
10_2_50/os_1_com_0_time_0_rcom_0/6.txt,10,2,50,H,6,1,4210,4210,0,1,4,853,90
10_2_50/os_1_com_0_time_0_rcom_0/7.txt,10,2,50,H,7,0.67,3993,3993,0,1,8,968,21
10_2_50/os_1_com_0_time_0_rcom_0/8.txt,10,2,50,H,8,0.43,3920,3920,0,1,2,202,1
10_2_50/os_1_com_0_time_0_rcom_0/9.txt,10,2,50,H,9,0.35,3164,3164,0,1,3,346,25
10_2_100/os_0_com_0_time_0_rcom_0/0.txt,10,2,100,L,0,2.745,7126,7126,0,1,10,1867,236
10_2_100/os_0_com_0_time_0_rcom_0/1.txt,10,2,100,L,1,6.42,5695,5695,0,1,17,5110,1293
10_2_100/os_0_com_0_time_0_rcom_0/2.txt,10,2,100,L,2,4.383,6610,6610,0,1,10,2554,1035
10_2_100/os_0_com_0_time_0_rcom_0/3.txt,10,2,100,L,3,1.656,5874,5874,0,1,4,852,265
10_2_100/os_0_com_0_time_0_rcom_0/4.txt,10,2,100,L,4,3.394,6414,6414,0,1,8,2359,819
10_2_100/os_0_com_0_time_0_rcom_0/5.txt,10,2,100,L,5,1.572,7360,7360,0,1,4,1032,44
10_2_100/os_0_com_0_time_0_rcom_0/6.txt,10,2,100,L,6,1.891,6804,6804,0,1,4,1040,294
10_2_100/os_0_com_0_time_0_rcom_0/7.txt,10,2,100,L,7,2.009,6797,6797,0,1,5,1592,388
10_2_100/os_0_com_0_time_0_rcom_0/8.txt,10,2,100,L,8,2.346,5371,5371,0,1,7,2064,201
10_2_100/os_0_com_0_time_0_rcom_0/9.txt,10,2,100,L,9,7.046,7568,7568,0,1,16,3498,956
10_2_100/os_1_com_0_time_0_rcom_0/0.txt,10,2,100,H,0,8.29,9433,9433,0,1,9,3703,763
10_2_100/os_1_com_0_time_0_rcom_0/1.txt,10,2,100,H,1,3.07,9703,9703,0,1,6,1928,296
10_2_100/os_1_com_0_time_0_rcom_0/2.txt,10,2,100,H,2,4.807,9022,9022,0,1,10,3015,440
10_2_100/os_1_com_0_time_0_rcom_0/3.txt,10,2,100,H,3,3.363,8395,8395,0,1,5,1275,116
10_2_100/os_1_com_0_time_0_rcom_0/4.txt,10,2,100,H,4,2.888,7917,7917,0,1,3,747,70
10_2_100/os_1_com_0_time_0_rcom_0/5.txt,10,2,100,H,5,5.294,8921,8921,0,1,7,2934,488
10_2_100/os_1_com_0_time_0_rcom_0/6.txt,10,2,100,H,6,3.81,9537,9537,0,1,5,1410,161
10_2_100/os_1_com_0_time_0_rcom_0/7.txt,10,2,100,H,7,2.327,9212,9212,0,1,2,602,1
10_2_100/os_1_com_0_time_0_rcom_0/8.txt,10,2,100,H,8,2.405,7150,7150,0,1,4,877,27
10_2_100/os_1_com_0_time_0_rcom_0/9.txt,10,2,100,H,9,4.304,9853,9853,0,1,7,2341,400
10_2_500/os_0_com_0_time_0_rcom_0/0.txt,10,2,500,L,0,22.318,33440,33440,0,1,6,7752,2291
10_2_500/os_0_com_0_time_0_rcom_0/1.txt,10,2,500,L,1,11.007,26828,26828,0,1,3,3714,433
10_2_500/os_0_com_0_time_0_rcom_0/2.txt,10,2,500,L,2,29.868,34587,34587,0,1,8,10549,5207
10_2_500/os_0_com_0_time_0_rcom_0/3.txt,10,2,500,L,3,16.893,30367,30367,0,1,4,3724,1186
10_2_500/os_0_com_0_time_0_rcom_0/4.txt,10,2,500,L,4,32.467,31955,31955,0,1,11,16035,5832
10_2_500/os_0_com_0_time_0_rcom_0/5.txt,10,2,500,L,5,7.672,35503,35503,0,1,2,2020,21
10_2_500/os_0_com_0_time_0_rcom_0/6.txt,10,2,500,L,6,82.158,37004,37004,0,1,27,40624,10196
10_2_500/os_0_com_0_time_0_rcom_0/7.txt,10,2,500,L,7,29.889,34879,34879,0,1,9,14171,5009
10_2_500/os_0_com_0_time_0_rcom_0/8.txt,10,2,500,L,8,17.532,26787,26787,0,1,7,7706,611
10_2_500/os_0_com_0_time_0_rcom_0/9.txt,10,2,500,L,9,19.103,37372,37372,0,1,5,4674,835
10_2_500/os_1_com_0_time_0_rcom_0/0.txt,10,2,500,H,0,60.868,44784,44784,0,1,9,17597,2598
10_2_500/os_1_com_0_time_0_rcom_0/1.txt,10,2,500,H,1,25.237,46856,46856,0,1,5,6681,769
10_2_500/os_1_com_0_time_0_rcom_0/2.txt,10,2,500,H,2,51.147,46205,46205,0,1,7,13171,2796
10_2_500/os_1_com_0_time_0_rcom_0/3.txt,10,2,500,H,3,26.827,41787,41787,0,1,5,6414,473
10_2_500/os_1_com_0_time_0_rcom_0/4.txt,10,2,500,H,4,35.949,39798,39798,0,1,5,7779,1390
10_2_500/os_1_com_0_time_0_rcom_0/5.txt,10,2,500,H,5,46.887,41801,41801,0,1,6,7635,723
10_2_500/os_1_com_0_time_0_rcom_0/6.txt,10,2,500,H,6,65.52,48131,48131,0,1,14,21178,2696
10_2_500/os_1_com_0_time_0_rcom_0/7.txt,10,2,500,H,7,31.419,47849,47849,0,1,4,5099,284
10_2_500/os_1_com_0_time_0_rcom_0/8.txt,10,2,500,H,8,17.091,35579,35579,0,1,4,4151,58
10_2_500/os_1_com_0_time_0_rcom_0/9.txt,10,2,500,H,9,43.759,47590,47590,0,1,7,10082,1098
10_2_1000/os_0_com_0_time_0_rcom_0/0.txt,10,2,1000,L,0,36.495,68086,68086,0,1,6,12932,2556
10_2_1000/os_0_com_0_time_0_rcom_0/1.txt,10,2,1000,L,1,94.124,55509,55509,0,1,19,52384,13066
10_2_1000/os_0_com_0_time_0_rcom_0/2.txt,10,2,1000,L,2,46.236,60864,60864,0,1,3,5901,1309
10_2_1000/os_0_com_0_time_0_rcom_0/3.txt,10,2,1000,L,3,51.336,60645,60645,0,1,7,14555,5745
10_2_1000/os_0_com_0_time_0_rcom_0/4.txt,10,2,1000,L,4,79.367,61429,61429,0,1,13,32595,12615
10_2_1000/os_0_com_0_time_0_rcom_0/5.txt,10,2,1000,L,5,45.225,72425,72432,0.0097,0,4,8414,2002
10_2_1000/os_0_com_0_time_0_rcom_0/6.txt,10,2,1000,L,6,132.329,71158,71158,0,1,19,53672,15172
10_2_1000/os_0_com_0_time_0_rcom_0/7.txt,10,2,1000,L,7,33.24,66637,66637,0,1,7,19366,5478
10_2_1000/os_0_com_0_time_0_rcom_0/8.txt,10,2,1000,L,8,37.279,53596,53596,0,1,3,7150,393
10_2_1000/os_0_com_0_time_0_rcom_0/9.txt,10,2,1000,L,9,43.054,70871,70871,0,1,3,6903,2668
10_2_1000/os_1_com_0_time_0_rcom_0/0.txt,10,2,1000,H,0,72.558,87961,87961,0,1,4,9691,798
10_2_1000/os_1_com_0_time_0_rcom_0/1.txt,10,2,1000,H,1,76.186,96795,96795,0,1,4,12135,1190
10_2_1000/os_1_com_0_time_0_rcom_0/2.txt,10,2,1000,H,2,259.504,95066,95066,0,1,12,58020,8096
10_2_1000/os_1_com_0_time_0_rcom_0/3.txt,10,2,1000,H,3,18.643,82074,82074,0,1,2,4166,37
10_2_1000/os_1_com_0_time_0_rcom_0/4.txt,10,2,1000,H,4,86.715,76607,76607,0,1,3,6993,623
10_2_1000/os_1_com_0_time_0_rcom_0/5.txt,10,2,1000,H,5,107.806,88034,88034,0,1,6,19896,4163
10_2_1000/os_1_com_0_time_0_rcom_0/6.txt,10,2,1000,H,6,143.081,94566,94566,0,1,8,24694,2798
10_2_1000/os_1_com_0_time_0_rcom_0/7.txt,10,2,1000,H,7,53.454,92287,92287,0,1,7,13177,525
10_2_1000/os_1_com_0_time_0_rcom_0/8.txt,10,2,1000,H,8,27.58,70553,70553,0,1,3,7260,81
10_2_1000/os_1_com_0_time_0_rcom_0/9.txt,10,2,1000,H,9,114.114,96559,96559,0,1,10,37891,6447
10_3_10/os_0_com_0_time_0_rcom_0/0.txt,10,3,10,L,0,0.07,469,469,0,1,2,68,8
10_3_10/os_0_com_0_time_0_rcom_0/1.txt,10,3,10,L,1,0.08,485,485,0,1,2,50,2
10_3_10/os_0_com_0_time_0_rcom_0/2.txt,10,3,10,L,2,0.22,514,514,0,1,5,251,36
10_3_10/os_0_com_0_time_0_rcom_0/3.txt,10,3,10,L,3,0.04,343,343,0,1,3,74,10
10_3_10/os_0_com_0_time_0_rcom_0/4.txt,10,3,10,L,4,0.03,385,385,0,1,1,40,0
10_3_10/os_0_com_0_time_0_rcom_0/5.txt,10,3,10,L,5,0.11,496,496,0,1,2,74,7
10_3_10/os_0_com_0_time_0_rcom_0/6.txt,10,3,10,L,6,0.18,463,463,0,1,5,230,39
10_3_10/os_0_com_0_time_0_rcom_0/7.txt,10,3,10,L,7,0.03,362,362,0,1,2,51,1
10_3_10/os_0_com_0_time_0_rcom_0/8.txt,10,3,10,L,8,0.21,350,350,0,1,10,320,77
10_3_10/os_0_com_0_time_0_rcom_0/9.txt,10,3,10,L,9,0.07,454,454,0,1,4,109,12
10_3_10/os_1_com_0_time_0_rcom_0/0.txt,10,3,10,H,0,0.21,749,749,0,1,9,302,19
10_3_10/os_1_com_0_time_0_rcom_0/1.txt,10,3,10,H,1,0.13,698,698,0,1,5,122,6
10_3_10/os_1_com_0_time_0_rcom_0/2.txt,10,3,10,H,2,0.16,762,762,0,1,1,40,0
10_3_10/os_1_com_0_time_0_rcom_0/3.txt,10,3,10,H,3,0.11,635,635,0,1,3,97,1
10_3_10/os_1_com_0_time_0_rcom_0/4.txt,10,3,10,H,4,0.07,592,592,0,1,2,74,3
10_3_10/os_1_com_0_time_0_rcom_0/5.txt,10,3,10,H,5,0.06,683,683,0,1,1,40,0
10_3_10/os_1_com_0_time_0_rcom_0/6.txt,10,3,10,H,6,0.19,590,590,0,1,2,106,7
10_3_10/os_1_com_0_time_0_rcom_0/7.txt,10,3,10,H,7,0.2,650,650,0,1,3,139,7
10_3_10/os_1_com_0_time_0_rcom_0/8.txt,10,3,10,H,8,0.13,495,495,0,1,4,161,13
10_3_10/os_1_com_0_time_0_rcom_0/9.txt,10,3,10,H,9,0.05,570,570,0,1,1,40,0
10_3_30/os_0_com_0_time_0_rcom_0/0.txt,10,3,30,L,0,0.82,1469,1469,0,1,11,869,76
10_3_30/os_0_com_0_time_0_rcom_0/1.txt,10,3,30,L,1,0.37,1262,1262,0,1,2,248,44
10_3_30/os_0_com_0_time_0_rcom_0/2.txt,10,3,30,L,2,0.1,1102,1102,0,1,2,150,2
10_3_30/os_0_com_0_time_0_rcom_0/3.txt,10,3,30,L,3,0.49,1225,1225,0,1,6,643,106
10_3_30/os_0_com_0_time_0_rcom_0/4.txt,10,3,30,L,4,0.14,1283,1283,0,1,3,238,2
10_3_30/os_0_com_0_time_0_rcom_0/5.txt,10,3,30,L,5,0.49,1561,1561,0,1,3,333,58
10_3_30/os_0_com_0_time_0_rcom_0/6.txt,10,3,30,L,6,0.35,1444,1444,0,1,4,386,51
10_3_30/os_0_com_0_time_0_rcom_0/7.txt,10,3,30,L,7,0.39,1379,1379,0,1,3,375,18
10_3_30/os_0_com_0_time_0_rcom_0/8.txt,10,3,30,L,8,0.55,1408,1408,0,1,3,277,35
10_3_30/os_0_com_0_time_0_rcom_0/9.txt,10,3,30,L,9,0.53,1364,1364,0,1,4,487,84
10_3_30/os_1_com_0_time_0_rcom_0/0.txt,10,3,30,H,0,1.39,1778,1778,0,1,8,1043,70
10_3_30/os_1_com_0_time_0_rcom_0/1.txt,10,3,30,H,1,1.13,1794,1794,0,1,7,856,100
10_3_30/os_1_com_0_time_0_rcom_0/2.txt,10,3,30,H,2,0.45,1905,1905,0,1,2,153,5
10_3_30/os_1_com_0_time_0_rcom_0/3.txt,10,3,30,H,3,0.72,1552,1552,0,1,6,617,57
10_3_30/os_1_com_0_time_0_rcom_0/4.txt,10,3,30,H,4,0.15,1261,1261,0,1,3,183,2
10_3_30/os_1_com_0_time_0_rcom_0/5.txt,10,3,30,H,5,0.46,2134,2134,0,1,5,359,17
10_3_30/os_1_com_0_time_0_rcom_0/6.txt,10,3,30,H,6,1.59,1889,1889,0,1,8,1042,136
10_3_30/os_1_com_0_time_0_rcom_0/7.txt,10,3,30,H,7,0.93,1839,1839,0,1,4,452,51
10_3_30/os_1_com_0_time_0_rcom_0/8.txt,10,3,30,H,8,0.72,2063,2063,0,1,5,537,50
10_3_30/os_1_com_0_time_0_rcom_0/9.txt,10,3,30,H,9,0.25,2429,2429,0,1,2,213,2
10_3_50/os_0_com_0_time_0_rcom_0/0.txt,10,3,50,L,0,0.77,1883,1883,0,1,3,428,64
10_3_50/os_0_com_0_time_0_rcom_0/1.txt,10,3,50,L,1,1.17,2326,2326,0,1,3,655,127
10_3_50/os_0_com_0_time_0_rcom_0/2.txt,10,3,50,L,2,1.38,2377,2377,0,1,5,860,80
10_3_50/os_0_com_0_time_0_rcom_0/3.txt,10,3,50,L,3,0.14,2283,2283,0,1,1,200,0
10_3_50/os_0_com_0_time_0_rcom_0/4.txt,10,3,50,L,4,0.3,1618,1618,0,1,4,591,72
10_3_50/os_0_com_0_time_0_rcom_0/5.txt,10,3,50,L,5,1.06,2255,2255,0,1,7,958,78
10_3_50/os_0_com_0_time_0_rcom_0/6.txt,10,3,50,L,6,0.5,2015,2015,0,1,3,624,73
10_3_50/os_0_com_0_time_0_rcom_0/7.txt,10,3,50,L,7,0.71,2299,2299,0,1,4,607,86
10_3_50/os_0_com_0_time_0_rcom_0/8.txt,10,3,50,L,8,0.75,2279,2279,0,1,6,929,118
10_3_50/os_0_com_0_time_0_rcom_0/9.txt,10,3,50,L,9,0.18,2212,2212,0,1,1,200,0
10_3_50/os_1_com_0_time_0_rcom_0/0.txt,10,3,50,H,0,0.97,3104,3104,0,1,2,374,10
10_3_50/os_1_com_0_time_0_rcom_0/1.txt,10,3,50,H,1,2.86,3325,3325,0,1,8,1643,278
10_3_50/os_1_com_0_time_0_rcom_0/2.txt,10,3,50,H,2,1.31,3533,3533,0,1,5,915,81
10_3_50/os_1_com_0_time_0_rcom_0/3.txt,10,3,50,H,3,1.77,3039,3039,0,1,4,990,89
10_3_50/os_1_com_0_time_0_rcom_0/4.txt,10,3,50,H,4,0.88,2809,2809,0,1,5,940,50
10_3_50/os_1_com_0_time_0_rcom_0/5.txt,10,3,50,H,5,1.41,3404,3404,0,1,6,1068,112
10_3_50/os_1_com_0_time_0_rcom_0/6.txt,10,3,50,H,6,0.83,3453,3453,0,1,1,200,0
10_3_50/os_1_com_0_time_0_rcom_0/7.txt,10,3,50,H,7,0.88,3231,3231,0,1,2,254,5
10_3_50/os_1_com_0_time_0_rcom_0/8.txt,10,3,50,H,8,0.83,3661,3661,0,1,1,200,0
10_3_50/os_1_com_0_time_0_rcom_0/9.txt,10,3,50,H,9,0.2,3253,3253,0,1,1,200,0
10_3_100/os_0_com_0_time_0_rcom_0/0.txt,10,3,100,L,0,3.54,5155,5155,0,1,8,2101,230
10_3_100/os_0_com_0_time_0_rcom_0/1.txt,10,3,100,L,1,3.383,4092,4092,0,1,8,2647,528
10_3_100/os_0_com_0_time_0_rcom_0/2.txt,10,3,100,L,2,4.688,5415,5415,0,1,7,2430,511
10_3_100/os_0_com_0_time_0_rcom_0/3.txt,10,3,100,L,3,1.7,5112,5112,0,1,3,906,94
10_3_100/os_0_com_0_time_0_rcom_0/4.txt,10,3,100,L,4,3.372,5154,5154,0,1,7,2366,303
10_3_100/os_0_com_0_time_0_rcom_0/5.txt,10,3,100,L,5,1.629,5155,5155,0,1,3,809,91
10_3_100/os_0_com_0_time_0_rcom_0/6.txt,10,3,100,L,6,3.215,5280,5280,0,1,5,1687,73
10_3_100/os_0_com_0_time_0_rcom_0/7.txt,10,3,100,L,7,2.467,4407,4407,0,1,4,1363,274
10_3_100/os_0_com_0_time_0_rcom_0/8.txt,10,3,100,L,8,3.233,4285,4285,0,1,6,2200,380
10_3_100/os_0_com_0_time_0_rcom_0/9.txt,10,3,100,L,9,2.419,4760,4760,0,1,6,1535,57
10_3_100/os_1_com_0_time_0_rcom_0/0.txt,10,3,100,H,0,10.113,8431,8431,0,1,20,5689,432
10_3_100/os_1_com_0_time_0_rcom_0/1.txt,10,3,100,H,1,5.804,7646,7646,0,1,4,1717,147
10_3_100/os_1_com_0_time_0_rcom_0/2.txt,10,3,100,H,2,5.59,8365,8365,0,1,6,2346,179
10_3_100/os_1_com_0_time_0_rcom_0/3.txt,10,3,100,H,3,3.802,7325,7325,0,1,2,899,78
10_3_100/os_1_com_0_time_0_rcom_0/4.txt,10,3,100,H,4,7.83,7193,7193,0,1,7,2411,207
10_3_100/os_1_com_0_time_0_rcom_0/5.txt,10,3,100,H,5,2.68,7750,7750,0,1,1,400,0
10_3_100/os_1_com_0_time_0_rcom_0/6.txt,10,3,100,H,6,4.223,8871,8871,0,1,4,1038,31
10_3_100/os_1_com_0_time_0_rcom_0/7.txt,10,3,100,H,7,1.586,7936,7936,0,1,2,507,1
10_3_100/os_1_com_0_time_0_rcom_0/8.txt,10,3,100,H,8,2.406,6392,6392,0,1,1,400,0
10_3_100/os_1_com_0_time_0_rcom_0/9.txt,10,3,100,H,9,1.137,8073,8073,0,1,1,400,0
10_3_500/os_0_com_0_time_0_rcom_0/0.txt,10,3,500,L,0,22.363,25116,25116,0,1,1,2000,0
10_3_500/os_0_com_0_time_0_rcom_0/1.txt,10,3,500,L,1,37.193,20188,20188,0,1,17,23337,3283
10_3_500/os_0_com_0_time_0_rcom_0/2.txt,10,3,500,L,2,73.682,27232,27232,0,1,16,21885,4167
10_3_500/os_0_com_0_time_0_rcom_0/3.txt,10,3,500,L,3,33.002,24509,24509,0,1,10,13628,1119
10_3_500/os_0_com_0_time_0_rcom_0/4.txt,10,3,500,L,4,35.195,25915,25915,0,1,8,15143,2357
10_3_500/os_0_com_0_time_0_rcom_0/5.txt,10,3,500,L,5,20.517,25173,25173,0,1,2,2506,9
10_3_500/os_0_com_0_time_0_rcom_0/6.txt,10,3,500,L,6,37.51,26419,26419,0,1,7,8646,328
10_3_500/os_0_com_0_time_0_rcom_0/7.txt,10,3,500,L,7,23.796,22773,22773,0,1,6,8682,1842
10_3_500/os_0_com_0_time_0_rcom_0/8.txt,10,3,500,L,8,24.025,21231,21233,0.0094,0,5,8705,1564
10_3_500/os_0_com_0_time_0_rcom_0/9.txt,10,3,500,L,9,29.249,23364,23364,0,1,7,7966,713
10_3_500/os_1_com_0_time_0_rcom_0/0.txt,10,3,500,H,0,89.638,41711,41711,0,1,4,6345,323
10_3_500/os_1_com_0_time_0_rcom_0/1.txt,10,3,500,H,1,123.158,38892,38892,0,1,11,22956,2151
10_3_500/os_1_com_0_time_0_rcom_0/2.txt,10,3,500,H,2,62.267,42166,42166,0,1,3,5295,200
10_3_500/os_1_com_0_time_0_rcom_0/3.txt,10,3,500,H,3,76.392,36910,36910,0,1,3,6682,521
10_3_500/os_1_com_0_time_0_rcom_0/4.txt,10,3,500,H,4,74.084,35626,35626,0,1,3,3579,130
10_3_500/os_1_com_0_time_0_rcom_0/5.txt,10,3,500,H,5,37.354,38516,38516,0,1,2,2501,5
10_3_500/os_1_com_0_time_0_rcom_0/6.txt,10,3,500,H,6,44.183,44890,44890,0,1,1,2000,0
10_3_500/os_1_com_0_time_0_rcom_0/7.txt,10,3,500,H,7,62.231,40502,40502,0,1,8,14194,1277
10_3_500/os_1_com_0_time_0_rcom_0/8.txt,10,3,500,H,8,45.896,33594,33594,0,1,2,3943,278
10_3_500/os_1_com_0_time_0_rcom_0/9.txt,10,3,500,H,9,18.265,39942,39942,0,1,3,3098,21
10_3_1000/os_0_com_0_time_0_rcom_0/0.txt,10,3,1000,L,0,91.856,50257,50257,0,1,8,22585,3168
10_3_1000/os_0_com_0_time_0_rcom_0/1.txt,10,3,1000,L,1,49.816,39649,39649,0,1,6,19150,2757
10_3_1000/os_0_com_0_time_0_rcom_0/2.txt,10,3,1000,L,2,80.702,51870,51870,0,1,6,17747,3329
10_3_1000/os_0_com_0_time_0_rcom_0/3.txt,10,3,1000,L,3,48.672,47831,47831,0,1,3,8195,284
10_3_1000/os_0_com_0_time_0_rcom_0/4.txt,10,3,1000,L,4,46.485,51832,51832,0,1,5,15890,1734
10_3_1000/os_0_com_0_time_0_rcom_0/5.txt,10,3,1000,L,5,81.206,53035,53035,0,1,3,6201,260
10_3_1000/os_0_com_0_time_0_rcom_0/6.txt,10,3,1000,L,6,55.5,51856,51856,0,1,6,17888,835
10_3_1000/os_0_com_0_time_0_rcom_0/7.txt,10,3,1000,L,7,69.443,47213,47213,0,1,10,28742,4131
10_3_1000/os_0_com_0_time_0_rcom_0/8.txt,10,3,1000,L,8,65.134,42635,42635,0,1,7,21225,2431
10_3_1000/os_0_com_0_time_0_rcom_0/9.txt,10,3,1000,L,9,9.671,45356,45356,0,1,2,5035,79
10_3_1000/os_1_com_0_time_0_rcom_0/0.txt,10,3,1000,H,0,230.566,82684,82684,0,1,4,15853,1122
10_3_1000/os_1_com_0_time_0_rcom_0/1.txt,10,3,1000,H,1,238.56,78353,78353,0,1,7,26722,2593
