path,tasks,machines,scenarios,psc,index,sha256,bytes
10_3_30/os_1_com_0_time_0_rcom_0/4.txt,10,3,30,H,4,b96577cc1f554f0a2a8d3e03d1baa28961a17a857cf98e6f981aee8d2e681140,2970
10_3_30/os_1_com_0_time_0_rcom_0/5.txt,10,3,30,H,5,53d6660128675f05a7d68ab2b96d4dd46057d9f08dea80fa41fefb5e213a1cb6,3033
10_3_30/os_1_com_0_time_0_rcom_0/6.txt,10,3,30,H,6,8c0eb24792686c8b2ced4f35131c58e337fc08ff56a70ee0f55630ee56077a9a,2988
10_3_30/os_1_com_0_time_0_rcom_0/7.txt,10,3,30,H,7,7e9bc0a9b68495ab54fe82356da1f0bb9c0f985e5eaa3fc3c36e982439da957a,2991
10_3_30/os_1_com_0_time_0_rcom_0/8.txt,10,3,30,H,8,e35098ce0dd14d1ce7b22d888b2cdee2d24eb81e02e8056a46c0a0ac5164d13a,3005
10_3_30/os_1_com_0_time_0_rcom_0/9.txt,10,3,30,H,9,b7019279006ada728d35711b5eac624dd1da295339bd97cc52ae72658e1b3e1e,3001
10_3_50/os_0_com_0_time_0_rcom_0/0.txt,10,3,50,L,0,5d70b289a14cf74a066c5b8cb57c651b48fbf47ab62d6fd0d9a738abf54682b0,4752
10_3_50/os_0_com_0_time_0_rcom_0/1.txt,10,3,50,L,1,6140a50c5d7cfe20945247ee6d0e3c19ee249602ba84d0b38ab25902bc4ef3bb,4793
10_3_50/os_0_com_0_time_0_rcom_0/2.txt,10,3,50,L,2,86bdd0516a63f367a6780b2c341eaf1d6a8e627594dfd6330800ed41ecc6a3aa,4772
10_3_50/os_0_com_0_time_0_rcom_0/3.txt,10,3,50,L,3,607856fc1d09bcd1ebf9c0c9904d48972708888d4fb243b7ff608bf1704168dc,4782
